0.852,0.474,3
0.852,0.472,3
0.851,0.470,3
0.854,0.467,3
0.857,0.465,3
0.873,0.462,3
1.491,0.460,2
1.202,0.458,2
1.201,0.456,2
1.200,0.455,2
1.198,0.454,2
1.198,0.455,2
1.198,0.455,2
1.197,0.456,2
1.198,0.456,2
1.191,0.457,2
1.186,0.458,2
1.567,0.459,2
1.208,0.461,2
1.553,0.462,2
1.191,0.464,2
1.535,0.465,2
1.528,0.466,2
1.519,0.468,2
1.512,0.470,2
1.416,0.471,2
1.522,0.473,2
1.475,0.476,2
1.487,0.478,2
1.473,0.480,2
1.472,0.483,2
1.459,0.486,2
1.462,0.489,2
1.340,0.491,2
1.335,0.494,2
1.421,0.497,1
1.421,0.500,1
1.414,0.504,1
1.404,0.507,1
1.393,0.511,1
1.381,0.515,1
1.368,0.520,1
1.353,0.526,1
1.309,0.531,1
1.293,0.538,1
1.273,0.545,1
1.287,0.551,1
1.269,0.559,1
1.220,0.566,1
1.202,0.574,1
1.183,0.581,1
1.165,0.589,1
1.143,0.597,1
1.128,0.604,1
1.106,0.612,1
1.090,0.619,1
1.068,0.627,1
1.049,0.635,1
1.030,0.642,1
1.012,0.650,1
0.994,0.657,1
0.975,0.664,1
0.957,0.672,1
0.942,0.679,1
1.173,0.686,1
1.160,0.695,1
1.148,0.702,1
1.139,0.707,1
1.128,0.702,1
1.126,0.704,1
1.473,0.710,1
1.454,0.713,1
1.434,0.719,1
1.412,0.726,1
1.063,0.733,1
1.050,0.741,1
1.040,0.748,1
1.030,0.756,1
1.021,0.763,1
1.011,0.771,1
0.642,0.778,3
0.622,0.786,3
0.606,0.793,3
0.589,0.801,3
0.574,0.805,3
0.559,0.807,3
0.547,0.797,3
0.541,0.786,3
0.549,0.784,3
0.983,0.780,1
0.984,0.780,1
0.983,0.780,1
0.983,0.780,1
0.981,0.780,1
0.980,0.780,1
0.979,0.779,1
0.978,0.779,1
0.978,0.779,1
0.977,0.779,1
0.976,0.778,1
0.974,0.778,1
0.972,0.777,1
0.968,0.777,1
0.961,0.776,1
0.952,0.775,1
0.937,0.773,1
0.924,0.775,1
0.910,0.774,1
0.895,0.773,3
0.880,0.779,3
0.864,0.779,3
0.847,0.779,3
0.832,0.778,3
0.817,0.775,3
0.804,0.771,3
0.793,0.771,3
0.792,0.769,3
0.789,0.768,3
0.791,0.767,3
0.792,0.766,3
0.792,0.766,3
0.792,0.765,3
0.791,0.765,3
0.790,0.764,3
0.791,0.766,3
0.790,0.766,3
0.790,0.769,3
0.789,0.872,3
0.789,0.870,3
0.789,0.865,3
0.788,0.772,3
0.787,0.759,3
0.786,0.753,3
0.785,0.751,3
0.785,0.749,3
0.784,0.746,3
0.787,0.744,3
1.815,0.746,1
0.810,0.381,3
0.789,0.376,3
0.785,0.374,3
0.785,0.374,3
0.785,0.373,3
0.785,0.373,3
0.785,0.372,3
0.785,0.372,3
0.785,0.371,3
0.788,0.370,3
0.788,0.370,3
0.788,0.372,3
0.791,0.751,3
0.798,0.743,3
0.811,0.836,3
1.824,0.835,1
1.821,0.371,2
1.817,0.363,2
1.816,0.357,2
1.814,0.357,2
1.813,0.357,2
1.813,0.357,2
1.810,0.357,2
1.810,0.356,2
1.810,0.356,2
0.963,0.356,2
1.810,0.356,2
0.957,0.357,2
1.799,0.357,2
0.937,0.358,2
0.930,0.362,2
0.919,0.747,1
0.912,0.746,1
0.905,0.742,1
0.900,0.738,3
0.898,0.734,3
1.727,0.383,2
2.715,0.374,2
2.094,0.374,2
2.693,0.378,2
2.681,0.386,2
2.670,0.700,1
2.660,0.697,1
2.651,0.693,1
2.644,0.690,1
2.634,0.687,1
2.622,0.683,1
2.618,0.680,1
2.595,0.676,1
1.567,0.672,1
1.557,0.668,1
1.537,0.664,1
2.528,0.660,1
1.499,0.655,1
1.478,0.651,1
1.459,0.647,1
1.441,0.538,1
1.422,0.640,1
1.407,0.636,1
1.388,0.632,1
1.369,0.628,1
1.350,0.624,1
1.331,0.620,1
1.309,0.616,1
1.294,0.612,1
1.275,0.608,1
2.249,0.604,1
2.230,0.599,1
2.210,0.595,1
2.191,0.589,1
2.171,0.585,1
2.151,0.583,1
2.131,0.580,1
2.111,0.576,1
2.092,0.572,1
2.072,0.568,1
2.053,0.564,1
2.034,0.561,1
2.014,0.557,1
1.994,0.553,1
1.975,0.549,1
1.955,0.545,1
1.935,0.541,1
1.916,0.537,1
1.897,0.533,1
1.878,0.530,1
1.859,0.526,1
1.840,0.522,1
1.822,0.518,1
0.584,0.515,3
0.577,0.511,3
0.577,0.507,3
0.573,0.504,3
0.790,0.500,3
0.777,0.497,3
0.765,0.494,3
0.760,0.491,3
0.761,0.490,3
0.769,0.490,3
0.770,0.489,3
0.773,0.490,3
0.773,0.489,3
0.770,0.489,3
0.773,0.488,3
1.501,0.487,2
1.495,0.487,2
1.494,0.486,2
1.491,0.485,2
1.496,0.485,2
1.702,0.485,2
1.492,0.485,2
1.491,0.485,2
1.492,0.485,2
1.694,0.484,2
1.689,0.483,2
1.682,0.483,2
1.675,0.482,2
1.666,0.481,2
1.656,0.480,2
0.583,0.479,3
1.635,0.478,2
1.624,0.478,2
1.613,0.478,2
1.603,0.477,2
1.593,0.477,2
1.584,0.478,2
1.575,0.477,2
1.567,0.478,2
1.559,0.478,2
1.550,0.478,2
1.541,0.479,2
1.531,0.480,2
1.521,0.480,2
1.511,0.481,2
1.316,0.482,2
1.304,0.483,2
1.296,0.484,2
1.291,0.485,2
1.283,0.486,2
1.278,0.487,2
1.273,0.488,2
1.432,0.490,2
1.422,0.491,2
1.412,0.493,2
1.402,0.494,2
1.392,0.496,1
1.382,0.498,1
1.372,0.499,1
1.361,0.501,1
1.349,0.503,1
1.336,0.506,1
1.322,0.509,1
1.308,0.513,1
1.292,0.516,1
1.275,0.521,1
1.259,0.526,1
1.241,0.531,1
1.223,0.536,1
1.205,0.541,1
1.186,0.547,1
1.168,0.553,1
1.150,0.559,1
1.131,0.565,1
1.113,0.571,1
1.094,0.578,1
1.075,0.584,1
1.056,0.591,1
1.037,0.597,1
1.018,0.604,1
0.998,0.608,1
0.979,0.615,1
0.959,0.623,1
0.940,0.631,1
0.923,0.638,1
0.904,0.645,1
0.882,0.652,3
0.864,0.658,3
0.846,0.665,3
0.827,0.671,3
0.809,0.678,3
0.792,0.684,3
0.776,0.689,3
0.767,0.690,3
0.767,0.687,3
0.769,0.686,3
0.770,0.685,3
0.770,0.685,3
0.769,0.685,3
0.769,0.684,3
0.769,0.684,3
0.769,0.683,3
0.768,0.683,3
0.768,0.682,3
0.768,0.681,3
0.769,0.680,3
0.765,0.682,3
0.763,0.684,3
0.762,0.683,3
0.761,0.681,3
0.760,0.677,3
0.759,0.676,3
0.758,0.679,3
0.757,0.679,3
0.756,0.682,3
0.755,0.689,3
0.762,0.720,3
0.769,0.783,3
0.772,0.685,3
0.758,0.779,3
0.758,0.779,3
0.758,0.776,3
0.761,0.851,3
0.764,0.713,3
0.768,0.753,3
1.566,0.749,1
1.567,0.745,1
1.568,0.711,1
1.570,0.741,1
1.572,0.740,1
1.567,0.742,1
1.560,0.724,1
1.551,0.734,1
1.540,0.726,1
1.527,0.720,1
1.513,0.714,1
1.497,0.707,1
1.481,0.700,1
1.464,0.693,1
1.447,0.686,1
1.429,0.678,1
1.411,0.671,1
1.392,0.664,1
1.374,0.656,1
1.355,0.648,1
1.335,0.644,1
1.316,0.638,1
1.297,0.630,1
1.278,0.624,1
1.262,0.617,1
1.240,0.610,1
1.223,0.604,1
1.200,0.597,1
1.180,0.587,1
1.161,0.580,1
1.141,0.574,1
1.121,0.566,1
1.102,0.562,1
1.083,0.556,1
1.065,0.549,1
1.046,0.543,1
1.028,0.537,1
1.010,0.530,1
0.992,0.524,1
0.974,0.517,1
0.956,0.512,1
0.938,0.505,1
0.690,0.498,3
0.671,0.489,3
0.619,0.483,3
0.607,0.477,3
0.593,0.473,3
0.580,0.465,3
0.568,0.462,3
0.821,0.462,3
0.824,0.458,3
0.826,0.455,3
0.825,0.454,3
0.825,0.454,3
0.825,0.453,3
0.822,0.452,3
0.507,0.452,3
0.507,0.451,3
0.507,0.451,3
0.508,0.450,3
0.508,0.450,3
0.508,0.449,3
0.508,0.448,3
0.508,0.448,3
0.512,0.447,3
0.823,0.447,3
0.823,0.446,3
0.823,0.445,3
0.823,0.443,3
0.823,0.438,3
0.824,0.440,3
0.824,0.438,3
0.829,0.436,3
0.830,0.435,3
0.829,0.433,3
0.826,0.431,3
0.826,0.428,3
0.825,0.426,3
0.825,0.423,3
0.825,0.421,3
0.828,0.419,3
0.828,0.417,3
0.829,0.416,3
0.831,0.414,3
0.826,0.411,3
0.825,0.408,3
0.824,0.405,3
0.820,0.403,3
0.820,0.400,3
0.822,0.399,3
0.821,0.397,3
0.824,0.396,3
0.824,0.395,3
0.819,0.407,3
0.813,0.399,3
0.811,0.395,3
0.810,0.393,3
0.805,0.393,3
0.808,0.396,3
0.806,0.423,3
0.809,0.431,3
0.811,0.435,3
0.904,0.403,2
0.804,0.404,3
0.803,0.405,3
0.802,0.427,3
0.802,0.431,3
0.805,0.478,3
0.802,0.477,3
0.805,0.477,3
0.805,0.479,3
0.805,0.479,3
0.808,0.478,3
0.822,0.490,3
0.825,0.937,3
3.338,0.423,2
3.335,0.424,2
3.335,0.425,2
3.335,0.422,2
3.335,0.425,2
3.335,0.422,2
3.335,0.425,2
3.335,0.425,2
3.335,0.425,2
3.334,0.427,2
2.935,0.426,2
2.923,0.431,2
3.322,0.436,2
3.316,0.443,2
3.309,0.454,2
3.301,0.463,2
3.290,0.479,2
3.281,0.761,1
3.273,0.756,1
3.267,0.751,1
3.258,0.747,1
3.250,0.746,1
3.237,0.741,1
3.220,0.735,1
3.205,0.729,1
3.189,0.723,1
3.172,0.716,1
3.160,0.713,1
3.138,0.706,1
3.082,0.710,1
0.940,0.694,1
0.940,0.694,1
3.023,0.684,1
3.001,0.682,1
2.981,0.656,1
2.965,0.646,1
2.659,0.650,1
2.641,0.634,1
2.651,0.625,1
2.885,0.623,1
2.866,0.614,1
2.581,0.613,1
2.828,0.607,1
2.549,0.599,1
2.544,0.597,1
2.505,0.593,1
2.471,0.589,1
2.466,0.589,1
2.715,0.587,1
2.696,0.585,1
2.281,0.606,1
2.261,0.598,1
2.248,0.593,1
2.630,0.584,1
2.604,0.597,1
2.585,0.574,1
2.565,0.568,1
2.546,0.559,1
2.527,0.553,1
2.508,0.547,1
2.486,0.540,1
2.468,0.534,1
2.448,0.528,1
2.432,0.520,1
2.410,0.518,1
2.394,0.525,1
2.372,0.501,1
2.353,0.497,1
2.338,0.491,2
2.316,0.481,2
2.297,0.476,2
1.914,0.471,2
1.889,0.464,2
1.877,0.463,2
2.225,0.461,2
2.209,0.460,2
2.194,0.461,2
2.180,0.458,2
2.166,0.457,2
1.877,0.515,1
1.879,0.474,2
2.130,0.471,2
2.120,0.467,2
1.838,0.460,2
1.827,0.460,2
2.090,0.464,2
2.081,0.458,2
1.840,0.458,2
1.832,0.468,2
1.791,0.567,1
1.780,0.598,1
1.776,0.537,1
1.839,0.562,1
2.025,0.578,1
2.011,3.134,4
2.000,0.515,1
1.987,0.489,2
1.974,0.495,1
1.960,1.434,4
1.945,1.426,4
1.930,1.422,4
1.914,1.415,4
1.897,1.413,4
1.881,1.407,4
1.865,1.406,4
1.848,1.404,4
1.831,1.402,4
1.815,1.403,4
1.798,1.398,4
1.781,1.396,4
1.764,1.397,4
1.748,1.395,4
1.732,1.393,4
1.647,1.394,4
1.631,1.406,4
1.628,1.405,4
1.612,1.390,4
1.596,1.388,4
1.557,1.387,4
1.559,1.386,4
1.581,1.387,4
1.463,0.715,1
1.458,0.709,1
1.370,0.723,1
1.367,0.724,1
1.429,0.730,1
1.417,0.798,1
1.347,0.848,1
1.332,2.171,4
1.323,2.177,4
1.312,2.185,4
1.300,2.197,4
1.284,2.208,4
1.274,2.224,4
1.261,2.233,4
1.251,2.241,4
1.242,2.252,4
1.226,2.261,4
1.213,2.267,4
1.197,0.862,1
1.182,2.282,4
1.170,0.868,1
1.158,2.295,4
1.144,2.302,4
1.133,0.819,1
1.118,0.821,1
1.103,0.824,1
1.089,0.826,1
1.074,0.828,1
1.059,0.830,1
1.042,0.828,1
1.025,0.823,1
1.007,0.797,1
0.985,0.792,1
0.967,0.795,1
0.947,0.794,1
0.928,0.797,1
0.908,0.800,1
0.889,0.804,3
0.869,0.808,3
0.849,0.812,3
0.830,0.813,3
0.811,0.817,3
0.793,0.822,3
0.780,0.824,3
0.778,0.825,3
0.784,0.823,3
0.785,0.819,3
0.786,0.819,3
0.786,0.818,3
0.786,0.817,3
0.785,0.817,3
0.785,0.816,3
0.785,0.816,3
0.785,0.815,3
0.785,0.814,3
0.784,0.813,3
0.780,0.812,3
0.780,0.811,3
0.779,0.810,3
0.779,0.808,3
0.778,0.807,3
0.777,0.805,3
0.780,0.808,3
0.779,0.813,3
0.779,0.825,3
0.779,0.817,3
0.778,0.812,3
0.776,0.808,3
0.771,0.803,3
0.770,0.803,3
0.769,0.802,3
0.768,0.828,3
0.767,0.878,3
0.769,0.863,3
0.769,0.871,3
0.769,0.820,3
0.778,0.800,3
0.803,0.792,3
0.774,0.789,3
0.767,0.788,3
0.766,0.782,3
0.769,0.791,3
0.776,0.767,3
0.831,0.761,3
0.792,0.758,3
0.854,0.755,3
0.894,0.755,3
1.182,0.752,1
0.892,0.746,3
1.346,0.743,1
1.349,0.741,1
1.349,0.737,1
1.348,0.737,1
1.346,0.741,1
1.342,0.737,1
1.340,0.740,1
1.339,0.736,1
1.338,0.735,1
1.341,0.738,1
1.337,0.738,1
1.340,0.738,1
1.336,0.738,1
1.332,0.741,1
1.325,0.740,1
1.316,0.732,1
1.305,0.742,1
1.292,0.726,1
1.278,0.720,1
1.265,0.714,1
1.248,0.708,1
1.231,0.705,1
1.213,0.698,1
1.195,0.692,1
1.176,0.702,1
1.157,0.681,1
1.138,0.680,1
1.119,0.682,1
1.100,0.722,1
0.943,0.654,1
0.923,0.650,1
0.899,0.641,3
0.881,0.669,3
0.864,0.627,3
0.847,0.623,3
0.830,0.619,3
0.816,0.613,3
0.803,0.601,3
0.818,0.589,3
0.917,0.586,1
0.920,0.586,1
0.921,0.586,1
0.921,0.586,1
0.919,0.586,1
0.917,0.585,1
0.915,0.584,1
0.913,0.584,1
0.912,0.584,1
0.911,0.584,1
0.910,0.583,1
0.908,0.583,1
0.907,0.582,1
0.906,0.582,1
0.904,0.581,1
0.902,0.581,1
0.900,0.581,3
0.899,0.581,3
0.898,0.580,3
0.897,0.580,3
0.896,0.579,3
0.895,0.579,3
0.895,0.578,3
0.895,0.578,3
0.896,0.577,3
0.896,0.576,3
0.896,0.575,3
0.896,0.574,3
0.897,0.572,3
0.897,0.570,3
0.898,0.569,3
0.899,0.567,3
0.900,0.566,3
0.899,0.564,3
0.898,0.563,3
0.897,0.560,3
0.897,0.557,3
0.896,0.555,3
0.896,0.553,3
0.896,0.551,3
0.896,0.549,3
0.896,0.548,3
0.895,0.546,3
0.894,0.544,3
0.893,0.541,3
0.892,0.538,3
0.891,0.535,3
0.891,0.533,3
0.891,0.532,3
0.894,0.530,3
0.894,0.529,3
0.892,0.530,3
0.887,0.524,3
0.886,0.526,3
0.884,0.532,3
0.882,0.531,3
0.881,0.527,3
0.880,0.527,3
0.880,0.526,3
0.879,0.526,3
0.882,0.535,3
0.881,0.914,3
1.325,0.907,4
1.761,0.902,4
0.880,0.708,3
0.879,0.699,3
0.878,0.696,3
0.878,0.697,3
0.878,0.700,3
0.878,0.695,3
0.878,0.694,3
0.881,0.693,3
0.881,0.692,3
0.887,0.691,3
0.888,0.690,3
0.891,0.692,3
0.904,0.711,1
1.744,0.541,1
1.750,0.542,1
1.753,0.867,1
1.751,0.867,1
1.745,0.551,1
1.741,0.863,1
1.732,0.567,1
1.721,0.571,1
1.707,0.583,1
0.960,0.842,1
1.677,0.835,1
0.975,0.827,1
1.642,0.819,1
1.627,0.811,1
0.948,0.802,1
0.887,0.794,3
0.923,0.714,1
0.866,0.774,3
0.873,0.768,3
0.851,0.759,3
0.837,0.751,3
0.824,0.742,3
0.817,0.735,3
1.459,0.725,1
0.863,0.722,3
1.462,0.722,1
1.462,0.723,1
1.460,0.722,1
1.459,0.721,1
1.458,0.721,1
1.457,0.720,1
1.456,0.719,1
1.454,0.719,1
1.453,0.719,1
0.921,0.718,1
0.920,0.718,1
0.914,0.717,1
0.912,0.716,1
0.913,0.714,1
1.436,0.711,1
1.428,0.707,1
1.417,0.702,1
1.407,0.697,1
1.392,0.691,1
1.376,0.685,1
1.359,0.678,1
1.341,0.670,1
1.325,0.663,1
0.819,0.656,3
1.284,0.649,1
1.264,0.641,1
1.247,0.633,1
1.225,0.625,1
1.205,0.617,1
1.187,0.610,1
1.166,0.602,1
1.149,0.595,1
1.132,0.589,1
1.115,0.582,1
1.098,0.575,1
1.078,0.568,1
1.064,0.562,1
0.733,0.555,3
0.715,0.550,3
1.010,0.543,1
0.992,0.540,1
0.689,0.530,3
0.712,0.524,3
0.692,0.516,3
0.676,0.512,3
0.651,0.515,3
0.693,0.498,3
0.712,0.496,3
0.910,0.495,1
0.907,0.495,1
0.906,0.494,2
0.905,0.494,2
0.904,0.493,2
0.900,0.491,3
0.772,0.488,3
0.766,0.486,3
0.885,0.484,3
0.878,0.482,3
0.874,0.480,3
0.866,0.478,3
0.863,0.477,3
0.860,0.476,3
0.860,0.475,3
0.859,0.474,3
0.857,0.473,3
0.856,0.472,3
0.855,0.472,3
0.852,0.471,3
0.851,0.471,3
0.848,0.469,3
0.850,0.468,3
0.846,0.466,3
0.848,0.464,3
0.851,0.461,3
0.850,0.459,3
0.853,0.457,3
1.493,0.455,2
1.492,0.453,2
1.200,0.451,2
1.199,0.449,2
1.197,0.448,2
1.196,0.448,2
1.195,0.448,2
1.195,0.448,2
1.196,0.448,2
1.195,0.448,2
1.195,0.448,2
1.194,0.448,2
1.193,0.449,2
1.191,0.449,2
1.191,0.450,2
1.190,0.451,2
1.570,0.453,2
1.206,0.454,2
1.558,0.455,2
1.549,0.456,2
1.540,0.457,2
1.534,0.459,2
1.553,0.461,2
1.540,0.463,2
1.504,0.466,2
1.493,0.468,2
1.476,0.471,2
1.467,0.474,2
1.488,0.476,2
1.463,0.479,2
1.468,0.482,2
1.459,0.485,2
1.424,0.488,2
1.414,0.491,2
1.428,0.494,2
1.418,0.498,1
1.380,0.502,1
1.370,0.505,1
1.360,0.509,1
1.347,0.513,1
1.338,0.519,1
1.325,0.525,1
1.310,0.532,1
1.295,0.540,1
1.279,0.548,1
1.297,0.556,1
1.284,0.564,1
1.270,0.574,1
1.257,0.582,1
1.374,0.591,1
1.364,0.601,1
1.351,0.610,1
1.341,0.619,1
1.329,0.628,1
1.319,0.638,1
1.310,0.647,1
1.301,0.657,1
1.292,0.666,1
1.511,0.676,1
1.495,0.685,1
1.476,0.698,1
1.451,0.705,1
1.434,0.715,1
1.419,0.724,1
0.940,0.727,1
0.917,0.730,1
0.897,0.736,3
0.878,0.743,3
0.862,0.750,3
0.846,0.757,3
0.831,0.765,3
0.816,0.769,3
0.804,0.779,3
0.795,0.783,3
0.794,0.782,3
0.799,0.780,3
0.799,0.780,3
0.799,0.783,3
0.799,0.782,3
0.803,0.786,3
1.257,0.785,1
1.257,0.788,1
1.264,0.811,1
1.273,0.807,1
1.415,0.812,1
1.275,0.817,1
1.273,0.820,1
1.400,0.828,1
1.389,0.802,1
1.223,0.806,1
1.362,0.814,1
1.190,0.827,1
1.172,0.837,1
1.156,0.850,1
1.137,0.868,1
1.122,0.875,1
1.106,0.900,1
1.086,0.899,1
1.070,0.904,4
1.052,0.904,4
1.036,0.908,4
1.018,0.908,4
1.001,0.906,4
0.983,0.910,4
0.967,0.946,4
0.954,0.988,4
0.938,0.911,4
0.922,0.909,4
0.907,0.911,4
0.892,0.912,3
0.878,0.914,3
0.861,0.919,3
0.849,0.918,3
0.837,0.920,3
0.827,0.922,3
0.825,0.921,3
0.827,0.916,3
0.829,0.914,3
0.829,0.914,3
0.829,0.914,3
0.829,0.914,3
0.828,0.913,3
0.831,0.912,3
0.831,0.911,3
0.826,0.897,3
0.825,0.897,3
0.823,0.893,3
0.821,0.888,3
0.820,1.001,3
0.819,0.904,3
0.817,0.897,3
0.816,0.499,3
0.816,0.489,3
0.815,0.484,3
0.817,0.482,3
0.858,0.483,3
0.860,0.502,3
0.818,0.837,3
0.817,0.833,3
0.817,0.482,3
0.820,0.472,3
0.827,0.469,3
0.844,0.467,3
0.917,0.468,2
0.916,0.802,1
0.925,0.799,1
1.713,0.796,1
1.713,0.795,1
1.711,0.795,1
1.705,0.795,1
1.699,0.793,1
1.689,0.789,1
1.681,0.785,1
1.668,0.481,2
1.653,0.476,2
1.636,0.478,2
1.616,0.484,2
1.603,0.487,2
1.586,0.497,1
1.571,0.507,1
1.556,0.736,1
1.552,0.731,1
1.555,0.726,1
2.482,0.720,1
2.468,0.714,1
2.453,0.709,1
2.437,0.577,1
2.421,0.571,1
2.404,0.580,1
2.386,0.598,1
2.371,0.604,1
2.352,0.616,1
2.334,0.629,1
2.315,0.642,1
2.296,0.648,1
2.277,0.641,1
2.258,0.634,1
2.240,0.626,1
2.221,0.621,1
2.002,0.616,1
1.985,0.606,1
1.965,0.601,1
1.944,0.591,1
1.924,0.585,1
1.900,0.580,1
1.880,0.571,1
1.098,0.565,1
1.076,0.558,1
1.054,0.552,1
1.032,0.545,1
1.007,0.539,1
0.991,0.534,1
0.969,0.528,1
0.950,0.518,1
0.932,0.514,1
0.913,0.505,1
0.896,0.501,3
0.878,0.495,3
0.861,0.488,3
0.843,0.481,3
0.826,0.475,3
0.810,0.472,3
1.553,0.466,2
1.542,0.458,2
1.543,0.453,2
1.545,0.453,2
1.544,0.453,2
1.542,0.453,2
1.541,0.452,2
1.541,0.452,2
1.540,0.452,2
1.541,0.452,2
1.541,0.452,2
1.540,0.452,2
1.540,0.452,2
1.540,0.452,2
1.539,0.451,2
1.537,0.451,2
0.504,0.449,3
0.503,0.447,3
0.501,0.445,3
0.500,0.442,3
0.495,0.439,3
0.497,0.437,3
0.496,0.435,3
0.496,0.433,3
0.747,0.432,3
0.744,0.432,3
0.745,0.432,3
0.742,0.431,3
0.742,0.431,3
0.742,0.427,3
0.741,0.426,3
0.741,0.425,3
0.738,0.427,3
0.738,0.426,3
0.738,0.426,3
0.741,0.426,3
0.740,0.425,3
0.743,0.424,3
1.493,0.423,2
1.496,0.422,2
1.732,0.420,2
1.731,0.418,2
1.731,0.418,2
1.731,0.418,2
1.732,0.418,2
1.731,0.418,2
1.731,0.418,2
1.731,0.418,2
1.731,0.418,2
1.731,0.418,2
1.731,0.418,2
1.729,0.418,2
1.726,0.418,2
1.721,0.417,2
1.714,0.417,2
1.707,0.416,2
1.698,0.416,2
1.689,0.416,2
1.679,0.416,2
1.668,0.416,2
1.657,0.416,2
1.647,0.416,2
1.636,0.417,2
1.411,0.418,2
1.615,0.420,2
1.604,0.421,2
1.594,0.422,2
1.584,0.423,2
1.360,0.425,2
1.348,0.426,2
1.340,0.428,2
1.331,0.429,2
1.323,0.431,2
1.314,0.433,2
1.305,0.435,2
1.298,0.437,2
1.289,0.439,2
1.285,0.441,2
1.473,0.443,2
1.463,0.445,2
1.452,0.447,2
1.442,0.449,2
1.432,0.451,2
1.422,0.453,2
1.411,0.455,2
1.401,0.458,2
1.391,0.460,2
1.381,0.462,2
1.371,0.465,2
1.362,0.467,2
1.352,0.469,2
1.343,0.472,2
1.333,0.474,2
1.324,0.477,2
1.314,0.480,2
1.305,0.483,2
1.295,0.486,2
1.286,0.489,2
1.277,0.493,2
1.271,0.497,1
1.259,0.500,1
1.250,0.503,1
1.245,0.507,1
